UniqueFireIdentifier,IncidentName,FireDiscoveryDateTime,FireCause,DailyAcres,EstimatedCostToDate,FireMgmtComplexity,FireToDate,POOCounty,POOState,POOLandownerKind,IncidentTypeCategory,PredominantFuelGroup,FireDiscoveryYear,FireDiscoveryMonth,key,Residences Threatened,Residences Destroyed,Other Structures Threatened,Other Structures Destroyed,Number Injuries,Number Fatalities,Final Fire Acre Quantity
2020-CAKNP-000091,Moraine,2020-08-21 15:59:00+00:00,Natural,1316.0,130000.0,Type 5 Incident,2020/12/31 00:00:00+00,Tulare,US-CA,Federal,WF,Timber,2020,8,2020-08-21CATULARE,,,,,,,
2016-NCNCS-160092,NORTH PEAK,2016-03-23 12:00:00+00:00,Undetermined,570.0,175000.0,Type 4 Incident,2016/03/26 18:59:59+00,McDowell,US-NC,,WF,,2016,3,2016-03-23NCMCDOWELL,2.0,0.0,0.0,0.0,0.0,0.0,1280.3799999999999
2019-ORBUD-009057,Round Butte,2019-07-22 04:47:00+00:00,Natural,1209.0,300000.0,Type 4 Incident,2019/07/25 02:00:00+00,Harney,US-OR,Federal,WF,,2019,7,2019-07-22ORHARNEY,,,,,,,
2014-ALALF-140609,Rough Road,2014-08-09 21:00:00+00:00,Natural,138.0,7800.0,,,Clay,US-AL,Federal,WF,,2014,8,2014-08-09ALCLAY,,,,,,,
2016-NMN4S-000027,Jester,2016-02-21 21:59:59+00:00,Human,2250.0,5000.0,Type 5 Incident,2016/02/21 21:59:59+00,Quay,US-NM,,WF,,2016,2,2016-02-21NMQUAY,0.0,0.0,0.0,0.0,0.0,0.0,2250.0
2017-UTSWS-000549,Gulch,2017-08-02 22:38:00+00:00,Natural,361.0,25000.0,Type 4 Incident,2017/08/03 22:30:00+00,Washington,US-UT,,WF,,2017,8,2017-08-02UTWASHINGTON,0.0,0.0,0.0,0.0,0.0,0.0,379.0
2016-FLFLS-2016060222,125th Road,2016-02-13 21:30:00+00:00,Human,35.0,0.0,Type 5 Incident,2016/12/15 12:59:59+00,Suwannee,US-FL,,WF,,2016,2,2016-02-13FLSUWANNEE,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2017-KSRNX-000266,Reno County,2017-03-05 19:05:00+00:00,Human,6000.0,450000.0,Type 2 Incident,2017/03/07 14:15:00+00,Reno,US-KS,,WF,,2017,3,2017-03-05KSRENO,0.0,0.0,0.0,0.0,0.0,0.0,2075.1
2017-IDFHA-000158,Powerline,2017-08-05 02:13:59+00:00,Undetermined,55529.0,4512207.0,Type 3 Incident,2017/08/13 23:00:00+00,Power,US-ID,Federal,WF,,2017,8,2017-08-05IDPOWER,,,,,,,
2019-AKSWS-904510,Holokuk River,2019-07-11 16:43:29+00:00,Natural,282.9,650.0,Type 5 Incident,2019/07/25 23:00:00+00,Bethel,US-AK,Other,WF,,2019,7,2019-07-11AKBETHEL,,,,,,,
2016-KYDBF-016174,Couch,2016-11-15 15:27:00+00:00,Undetermined,128.0,40000.0,Type 4 Incident,2016/11/18 15:00:00+00,Leslie,US-KY,Federal,WF,,2016,11,2016-11-15KYLESLIE,,,,,,,
2017-ORVAD-000053,Horse Cross,2017-06-26 21:26:00+00:00,Natural,6151.0,200000.0,Type 3 Incident,2017/06/28 03:59:59+00,Malheur,US-OR,Federal,WF,,2017,6,2017-06-26ORMALHEUR,,,,,,,
2017-UTSCS-017087,Cottonwood Trail,2017-06-06 18:14:59+00:00,Human,1214.78,12000.0,Type 4 Incident,2017/06/06 23:00:00+00,Millard,US-UT,,WF,,2017,6,2017-06-06UTMILLARD,0.0,0.0,0.0,0.0,0.0,0.0,1214.7
2017-SCSCS-17WF0437,Mt. Moriah  Ave. Fire,2017-03-09 20:29:59+00:00,Human,1.5,2375.0,Type 5 Incident,2017/03/09 20:29:59+00,Berkeley,US-SC,,WF,,2017,3,2017-03-09SCBERKELEY,,,,,,,
2015-OKOMA-015002,FROZEN,2015-01-07 22:44:59+00:00,Human,3.7,1492.0,,,Hughes,US-OK,,WF,,2015,1,2015-01-07OKHUGHES,,,,,,,
2016-ALALS-2016112310,Banner Mines,2016-11-23 16:06:59+00:00,Human,400.0,2000.0,Type 4 Incident,2016/12/01 14:39:00+00,Jefferson,US-AL,,WF,,2016,11,2016-11-23ALJEFFERSON,2.0,0.0,2.0,0.0,0.0,0.0,530.0
2017-CALAC-191835,TOPANGA,2017-06-29 22:09:31+00:00,Undetermined,55.0,2298000.0,Type 3 Incident,2017/07/04 12:59:59+00,Los Angeles,US-CA,Federal,WF,,2017,6,2017-06-29CALOS ANGELES,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2016-FLFLS-2016120090,Fleming Grant Fire,2016-02-27 16:30:00+00:00,Human,95.0,0.0,Type 5 Incident,2016/03/03 14:00:00+00,Brevard,US-FL,,WF,,2016,2,2016-02-27FLBREVARD,0.0,0.0,0.0,1.0,0.0,0.0,95.0
2018-ALALS-201802022,Cogangrass,2018-02-02 18:43:00+00:00,,145.0,642.74,Type 5 Incident,2018/02/03 01:44:59+00,Marengo,US-AL,,WF,,2018,2,2018-02-02ALMARENGO,7.0,0.0,4.0,0.0,0.0,0.0,145.0
2016-COFCQ-000243,MSR 2,2016-03-17 19:26:35+00:00,Human,1708.0,0.0,Type 5 Incident,2016/03/17 18:17:00+00,Las Animas,US-CO,,WF,,2016,3,2016-03-17COLAS ANIMAS,,,,,,,
2019-TXTXS-190425,FM 1025 South,2019-09-19 19:41:10+00:00,Unknown,265.0,1.0,Type 5 Incident,,Zavala,US-TX,,WF,,2019,9,2019-09-19TXZAVALA,0.0,0.0,0.0,0.0,0.0,0.0,895.0
2020-MTMCD-000406,Box Car,2020-10-11 03:21:59+00:00,Human,803.5,50000.0,Type 4 Incident,2020/10/11 21:59:59+00,Garfield,US-MT,Federal,WF,Timber,2020,10,2020-10-11MTGARFIELD,,,,,,,
2018-MOMTF-000035,Red Hill,2018-02-02 19:47:00+00:00,Human,128.9,5000.0,Type 4 Incident,2018/02/04 21:00:00+00,Dent,US-MO,Federal,WF,,2018,2,2018-02-02MODENT,,,,,,,
2015-OKANA-015070,SOUTH MONUMENT,2015-12-10 18:14:59+00:00,Human,100.0,1500.0,Type 5 Incident,2015/12/10 18:14:59+00,Caddo,US-OK,,WF,,2015,12,2015-12-10OKCADDO,,,,,,,
2016-NMN5S-000450,TIMBERON,2016-07-13 21:46:00+00:00,Undetermined,268.0,877000.0,Type 4 Incident,2016/07/20 23:29:59+00,Otero,US-NM,,WF,,2016,7,2016-07-13NMOTERO,0.0,0.0,0.0,0.0,0.0,0.0,290.0
2014-WASPD-000383,R ROAD,2014-07-16 21:59:59+00:00,Undetermined,4300.0,150000.0,,,Douglas,US-WA,,WF,,2014,7,2014-07-16WADOUGLAS,,,,,,,
2020-UTUWF-000615,Upper Provo,2020-07-31 18:40:00+00:00,Human,480.3,2500000.0,Type 4 Incident,2020/09/17 22:15:00+00,Wasatch,US-UT,Federal,WF,,2020,7,2020-07-31UTWASATCH,0.0,0.0,0.0,0.0,0.0,0.0,480.33
2014-IDNCF-000420,Parachute,2014-08-04 19:47:58+00:00,Natural,50.0,3100.0,,,Idaho,US-ID,Federal,WF,,2014,8,2014-08-04IDIDAHO,,,,,,,
2015-COWEX-000823,Guttersen Ranch,2015-09-18 18:04:59+00:00,Undetermined,11699.0,0.0,Type 3 Incident,2015/09/18 16:30:00+00,Weld,US-CO,,WF,,2015,9,2015-09-18COWELD,0.0,0.0,0.0,0.0,0.0,0.0,12699.0
2019-NVCCD-030374,Black Mountain 2,2019-07-13 02:13:00+00:00,Natural,730.0,300000.0,Type 3 Incident,2019/07/14 03:59:59+00,Washoe,US-NV,Federal,WF,,2019,7,2019-07-13NVWASHOE,500.0,2.0,12.0,1.0,0.0,0.0,1165.0
2018-CATGU-006039,STOLL,2018-06-23 23:00:00+00:00,Unknown,268.0,0.0,Type 1 Incident,2018/07/12 12:59:59+00,Tehama,US-CA,,WF,,2018,6,2018-06-23CATEHAMA,0.0,0.0,2.0,0.0,0.0,0.0,4169.0
2016-KYKYS-16-3073,Big Branch,2016-11-17 00:14:59+00:00,Human,660.0,19401.78,Type 5 Incident,2016/11/22 12:59:59+00,Letcher,US-KY,,WF,,2016,11,2016-11-17KYLETCHER,,,,,,,
2016-AKSWS-604452,Steamboat Creek,2016-07-14 07:51:31+00:00,Natural,2.0,2056.0,Type 5 Incident,,Bethel,US-AK,Federal,WF,,2016,7,2016-07-14AKBETHEL,,,,,,,
2020-CATCU-009650,TCU AUG LIGHTNING COMPLEX,2020-08-24 15:00:00+00:00,,2.26,138000.0,Type 1 Incident,2020/08/27 12:59:59+00,Calaveras,US-CA,,CX,,2020,8,2020-08-24CACALAVERAS,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2019-WASPD-000645,MILEPOST 20,2019-10-29 19:05:00+00:00,Unknown,800.0,75000.0,Type 3 Incident,2019/10/29 19:15:00+00,Douglas,US-WA,,WF,,2019,10,2019-10-29WADOUGLAS,,,,,,,
2021-MSPRI-008055,Antioch Church Rd,2021-02-25 19:44:59+00:00,Unknown,7.0,1400.0,Type 5 Incident,2021/02/25 20:00:00+00,Itawamba,US-MS,Private,WF,,2021,2,2021-02-25MSITAWAMBA,,,,,,,
2016-AZTNF-001373,Ord,2016-09-14 21:56:00+00:00,Natural,1335.0,65000.0,Type 4 Incident,2016/09/27 00:00:00+00,Maricopa,US-AZ,Federal,WF,,2016,9,2016-09-14AZMARICOPA,,,,,,,
2016-MSMSS-002556,Leake,2016-10-01 18:30:00+00:00,Undetermined,148.0,29400.0,Type 1 Incident,2016/10/04 18:45:00+00,Jasper,US-MS,,WF,,2016,10,2016-10-01MSJASPER,,,,,,,
2016-AKTAD-000389,Lake Creek,2016-07-03 03:34:34+00:00,Natural,36.3,0.0,,,Yukon-Koyukuk,US-AK,Other,WF,,2016,7,2016-07-03AKYUKON-KOYUKUK,,,,,,,
2017-CALNU-006262,WINTER,2017-07-06 19:46:00+00:00,,2269.0,1800000.0,Type 3 Incident,2017/07/12 12:59:59+00,Yolo,US-CA,,WF,,2017,7,2017-07-06CAYOLO,0.0,0.0,3.0,0.0,0.0,0.0,1706.8
2021-ALPRI-20210307-1,WHISPERING PINE CHAVERS CREEK RDS,2021-03-07 19:02:59+00:00,Unknown,200.0,1725.66,Type 3 Incident,2021/03/08 12:59:59+00,Escambia,US-AL,Private,WF,,2021,3,2021-03-07ALESCAMBIA,0.0,0.0,1.0,0.0,0.0,0.0,200.0
2016-GAGAS-051701,Franklinville Rd.,2016-10-22 18:59:59+00:00,Human,2.5,500.0,Type 4 Incident,2016/10/22 18:59:59+00,Lowndes,US-GA,,WF,,2016,10,2016-10-22GALOWNDES,,,,,,,
2020-CAPNF-000976,Adams,2020-07-27 02:29:59+00:00,Natural,918.0,1500000.0,Type 5 Incident,2020/08/03 00:59:59+00,Lassen,US-CA,Federal,WF,Brush,2020,7,2020-07-27CALASSEN,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002
2021-MSMSS-007818,Abby Rd,2021-01-15 20:00:00+00:00,Human,108.0,21600.0,Type 5 Incident,2021/01/15 20:15:00+00,Claiborne,US-MS,Private,WF,,2021,1,2021-01-15MSCLAIBORNE,,,,,,,
2020-KSRNX-000853,Avery,2020-06-18 16:09:59+00:00,Human,400.0,7500.0,Type 4 Incident,2020/06/18 16:15:00+00,Reno,US-KS,Private,WF,,2020,6,2020-06-18KSRENO,,,,,,,
2021-OKOSA-000483,OHSP,2021-03-08 18:04:59+00:00,Human,1667.0,1000.0,Type 3 Incident,2021/03/11 00:00:00+00,Osage,US-OK,Private,WF,Timber,2021,3,2021-03-08OKOSAGE,,,,,,,
2016-AKSWS-604456,George River 2,2016-07-14 08:10:29+00:00,Natural,0.0,2480.0,Type 5 Incident,2016/07/16 06:59:59+00,Bethel,US-AK,Federal,WF,,2016,7,2016-07-14AKBETHEL,,,,,,,
2015-AKSWS-504448,Quinn Creek,2015-06-21 02:37:27+00:00,Natural,4947.0,1284.0,Type 4 Incident,2015/07/24 21:59:59+00,Bethel,US-AK,Federal,WF,,2015,6,2015-06-21AKBETHEL,,,,,,,
2014-CACND-003148,WAY,2014-08-18 22:30:00+00:00,Undetermined,4045.0,6900000.0,,,Kern,US-CA,Federal,WF,,2014,8,2014-08-18CAKERN,,,,,,,
2018-WYBTF-001810,Fire Trail,2018-08-11 18:33:00+00:00,Unknown,45.0,558737.0,Type 4 Incident,2018/08/18 00:00:00+00,Lincoln,US-WY,Federal,WF,,2018,8,2018-08-11WYLINCOLN,,,,,,,
2019-AKTAD-000619,Boney Creek,2019-07-18 21:40:00+00:00,Natural,58.2,440057.0,Type 5 Incident,2019/07/26 02:00:00+00,Yukon-Koyukuk,US-AK,,WF,,2019,7,2019-07-18AKYUKON-KOYUKUK,,,,,,,
2017-KYDBF-170023,Cornett,2017-02-17 20:34:00+00:00,Human,263.0,3500.0,Type 4 Incident,2017/06/21 12:00:00+00,Clay,US-KY,Federal,WF,,2017,2,2017-02-17KYCLAY,0.0,0.0,0.0,0.0,0.0,0.0,97.0
2017-FLFLS-020186,Hwy 69 S,2017-03-06 17:00:00+00:00,Human,2.0,0.0,Type 5 Incident,2017/03/12 14:00:00+00,Calhoun,US-FL,,WF,,2017,3,2017-03-06FLCALHOUN,0.0,1.0,0.0,0.0,0.0,0.0,42.0
2018-MTBDF-003308,Beaver Creek,2018-08-11 22:12:59+00:00,Natural,2090.0,725288.0,Type 4 Incident,2018/11/05 09:00:00+00,Beaverhead,US-MT,Federal,WF,,2018,8,2018-08-11MTBEAVERHEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2020-CALMU-003917,GOLD,2020-07-20 19:18:22+00:00,Undetermined,22634.0,35900500.0,Type 3 Incident,2020/08/12 00:59:59+00,Lassen,US-CA,Federal,WF,,2020,7,2020-07-20CALASSEN,0.0,0.0,0.0,0.0,0.0,0.0,22615.0
2017-PAPAS-08171011,Davis Road Fire,2017-04-11 18:59:59+00:00,,1.8,1000.0,Type 4 Incident,2017/04/11 18:59:59+00,Lawrence,US-PA,,WF,,2017,4,2017-04-11PALAWRENCE,2.0,0.0,1.0,1.0,0.0,0.0,1.75
2017-AKTAD-000309,Tolovana River,2017-07-06 01:35:44+00:00,Natural,0.1,18310.0,,,Yukon-Koyukuk,US-AK,Other,WF,,2017,7,2017-07-06AKYUKON-KOYUKUK,,,,,,,
2019-OHOHS-73125-P-2,Carpenter Road,2019-10-14 21:45:00+00:00,Human,2.0,70.0,Type 5 Incident,2019/10/14 21:45:00+00,Scioto,US-OH,,WF,,2019,10,2019-10-14OHSCIOTO,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2015-MTFNF-000577,Milk Creek,2015-08-14 22:50:27+00:00,Natural,100.0,25000.0,Type 4 Incident,2015/08/28 00:59:59+00,Flathead,US-MT,Federal,WF,,2015,8,2015-08-14MTFLATHEAD,0.0,0.0,0.0,0.0,0.0,0.0,103.3
2015-FLFLS-2015180119,Grand Lake,2015-04-19 21:30:00+00:00,Undetermined,2103.0,0.0,,2015/04/30 12:59:59+00,Miami-Dade,US-FL,,WF,,2015,4,2015-04-19FLMIAMI-DADE,10.0,0.0,11.0,0.0,0.0,0.0,2173.0
2014-OR952S-014464,Lost Hubcap,2014-08-29 23:00:00+00:00,Undetermined,2712.0,3153000.0,,,Grant,US-OR,,WF,,2014,8,2014-08-29ORGRANT,3.0,0.0,3.0,0.0,1.0,0.0,2712.0
2019-AZA3S-001038,HOFMANN,2019-07-05 17:45:59+00:00,Human,402.7,25000.0,Type 4 Incident,2019/07/05 23:29:59+00,Cochise,US-AZ,,WF,,2019,7,2019-07-05AZCOCHISE,0.0,0.0,0.0,0.0,0.0,0.0,805.41
2014-OR952S-014258,INC 258,2014-07-30 00:30:00+00:00,,490.0,1.0,,,Grant,US-OR,,WF,,2014,7,2014-07-30ORGRANT,0.0,0.0,0.0,0.0,0.0,0.0,50.61
2018-MSMSS-005603,Hwy 57,2018-05-07 20:00:00+00:00,Unknown,220.0,44000.0,Type 5 Incident,2018/05/07 20:15:00+00,Tate,US-MS,,WF,,2018,5,2018-05-07MSTATE,,,,,,,
2018-NCNCS-180041,Craaven Streeet Fire,2018-07-03 20:00:00+00:00,Human,150.0,10000.0,Type 4 Incident,2018/07/03 20:00:00+00,Brunswick,US-NC,,WF,,2018,7,2018-07-03NCBRUNSWICK,,,,,,,
2015-OKCNA-015027,PINE STAND,2015-02-04 19:28:00+00:00,Human,7.0,2000.0,,,Johnson,US-AR,,WF,,2015,2,2015-02-04ARJOHNSON,,,,,,,
2017-OKECU-170213,Lost Fire,2017-03-21 23:15:00+00:00,Human,1267.0,3550.0,Type 3 Incident,2017/03/22 20:35:00+00,Pittsburg,US-OK,,WF,,2017,3,2017-03-21OKPITTSBURG,,,,,,,
2017-OKECU-170156,DONAHO,2017-03-04 20:19:59+00:00,Human,1223.0,4500.0,Type 4 Incident,2017/03/05 10:50:00+00,Le Flore,US-OK,,WF,,2017,3,2017-03-04OKLE FLORE,,,,,,,
2016-TXBBP-000322,Fresno,2016-06-12 15:46:00+00:00,Natural,273.0,20000.0,Type 4 Incident,2016/06/14 21:59:59+00,Brewster,US-TX,Federal,WF,,2016,6,2016-06-12TXBREWSTER,,,,,,,
2017-NMCIF-000324,Gallo Peak,2017-08-30 16:04:01+00:00,Natural,200.0,160000.0,Type 4 Incident,2017/09/28 14:00:00+00,Torrance,US-NM,Federal,WF,,2017,8,2017-08-30NMTORRANCE,,,,,,,
2016-OKNEU-016017,Hilltop,2016-01-29 22:30:00+00:00,Human,155.0,10000.0,Type 4 Incident,2016/01/29 22:30:00+00,Cherokee,US-OK,,WF,,2016,1,2016-01-29OKCHEROKEE,,,,,,,
2020-FLFNF-000354,Baytree,2020-08-17 13:18:59+00:00,Natural,685.0,40000.0,Type 4 Incident,2020/08/17 20:29:59+00,Wakulla,US-FL,Federal,WF,Grass,2020,8,2020-08-17FLWAKULLA,,,,,,,
2017-IDMHQ-000053,Pence,2017-05-31 01:09:59+00:00,Natural,3047.0,15500.0,Type 3 Incident,2017/06/01 23:00:00+00,Owyhee,US-ID,,WF,,2017,5,2017-05-31IDOWYHEE,,,,,,,
2015-AZCOF-000431,Tank,2015-06-06 18:01:00+00:00,Natural,0.1,250.0,Type 5 Incident,2015/06/11 18:00:00+00,Coconino,US-AZ,Federal,WF,,2015,6,2015-06-06AZCOCONINO,,,,,,,
2017-KSFOX-000305,Raceway Park,2017-03-06 20:55:59+00:00,Human,2326.0,0.0,Type 4 Incident,2017/03/06 18:59:59+00,Ford,US-KS,,WF,,2017,3,2017-03-06KSFORD,0.0,0.0,0.0,0.0,0.0,0.0,2442.2
2016-MTBDF-002126,Fine,2016-06-30 23:15:00+00:00,Natural,24.0,25000.0,Type 4 Incident,2016/09/02 00:59:59+00,Madison,US-MT,Federal,WF,,2016,6,2016-06-30MTMADISON,,,,,,,
2019-CATGU-009386,RED BANK,2019-09-05 19:18:59+00:00,Natural,8838.0,21400000.0,Type 1 Incident,2019/09/13 00:59:59+00,Tehama,US-CA,,WF,,2019,9,2019-09-05CATEHAMA,0.0,0.0,0.0,0.0,0.0,0.0,8836.0
2020-OKOKS-400009,412 Fire,2020-03-07 15:59:59+00:00,Unknown,29189.0,277500.0,Type 4 Incident,2020/03/11 18:59:59+00,Beaver,US-OK,Other,WF,,2020,3,2020-03-07OKBEAVER,,,,,,,
2016-CARRU-105125,BOGART,2016-08-30 19:56:00+00:00,Human,1470.0,2576000.0,Type 3 Incident,2016/09/02 12:59:59+00,Riverside,US-CA,,WF,,2016,8,2016-08-30CARIVERSIDE,0.0,0.0,200.0,0.0,0.0,0.0,1470.0
2017-AKMID-000068,CALFEX,2017-05-07 22:18:02+00:00,Human,3.0,0.0,,,Fairbanks North Star,US-AK,Federal,WF,,2017,5,2017-05-07AKFAIRBANKS NORTH STAR,,,,,,,
2018-OKNEU-180111,Joint,2018-03-16 22:30:00+00:00,,210.0,7000.0,Type 4 Incident,2018/03/20 12:59:59+00,Cherokee,US-OK,,WF,,2018,3,2018-03-16OKCHEROKEE,,,,,,,
2020-PAPAS-000344,North East,2020-11-09 19:01:00+00:00,Unknown,2.5,0.0,Type 5 Incident,2020/11/09 19:15:00+00,Erie,US-PA,Private,WF,,2020,11,2020-11-09PAERIE,1.0,0.0,1.0,0.0,0.0,0.0,2.5
2018-OKOSA-000350,KANE,2018-03-03 20:15:00+00:00,Human,700.0,5000.0,Type 5 Incident,2018/03/06 00:59:59+00,Osage,US-OK,,WF,,2018,3,2018-03-03OKOSAGE,,,,,,,
2016-TXTXS-001043,Green Baca,2016-12-16 22:09:59+00:00,Human,6493.0,1.0,Type 5 Incident,2016/12/17 14:00:00+00,Oldham,US-TX,,WF,,2016,12,2016-12-16TXOLDHAM,0.0,0.0,0.0,0.0,0.0,0.0,6493.0
2017-UTFIF-017137,Choke Cherry,2017-06-15 23:10:00+00:00,Human,211.0,1005000.0,Type 3 Incident,2017/06/21 00:59:59+00,Piute,US-UT,Federal,WF,,2017,6,2017-06-15UTPIUTE,0.0,0.0,0.0,0.0,0.0,0.0,211.0
2017-NVWID-020296,Peavine,2017-08-30 04:20:00+00:00,Natural,308.89,800000.0,Type 3 Incident,2017/09/02 12:59:59+00,Pershing,US-NV,Federal,WF,,2017,8,2017-08-30NVPERSHING,,,,,,,
2016-ALALF-160617,High Point,2016-10-06 15:29:00+00:00,Human,0.3,45000.0,Type 4 Incident,2016/12/06 12:30:00+00,Clay,US-AL,Federal,WF,,2016,10,2016-10-06ALCLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2017-AROZF-000118,Cap,2017-01-31 19:28:59+00:00,Human,821.0,50000.0,Type 4 Incident,2017/02/11 23:00:00+00,Searcy,US-AR,Federal,WF,,2017,1,2017-01-31ARSEARCY,,,,,,,
2017-UTSLD-000557,Davis,2017-07-17 00:08:00+00:00,Natural,35405.0,25000.0,Type 3 Incident,2017/07/18 11:00:00+00,Tooele,US-UT,Federal,WF,,2017,7,2017-07-17UTTOOELE,0.0,0.0,1.0,0.0,0.0,0.0,22219.0
2016-IDBOD-000234,WEES,2016-06-05 18:49:00+00:00,Human,191.0,36000.0,Type 3 Incident,2016/06/06 21:59:59+00,Owyhee,US-ID,,WF,,2016,6,2016-06-05IDOWYHEE,,,,,,,
2017-MTLNF-001464,Rice Ridge,2017-07-24 22:27:00+00:00,Natural,160187.0,49251000.0,Type 4 Incident,2017/10/17 20:29:59+00,Missoula,US-MT,Federal,WF,,2017,7,2017-07-24MTMISSOULA,,,,,,,
2015-AROUF-000099,PIGEON ROOST,2015-02-08 22:14:00+00:00,Human,1.1,0.0,,,Montgomery,US-AR,Federal,WF,,2015,2,2015-02-08ARMONTGOMERY,,,,,,,
2021-OKCNA-000456,BIG DAY TOWN,2021-03-08 17:00:00+00:00,Human,402.2,20000.0,Type 4 Incident,2021/03/11 17:00:00+00,Delaware,US-OK,Other,WF,Timber,2021,3,2021-03-08OKDELAWARE,,,,,,,
2015-UTSCS-005035,QUAKIE HAVEN,2015-04-14 07:30:00+00:00,Human,492.0,40000.0,Type 3 Incident,2015/04/29 21:00:00+00,Sevier,US-UT,,WF,,2015,4,2015-04-14UTSEVIER,,,,,,,
2016-FLFLS-020639,Sand Basin Road,2016-11-27 20:29:59+00:00,Human,1.5,0.0,Type 5 Incident,2016/11/30 14:00:00+00,Jackson,US-FL,,WF,,2016,11,2016-11-27FLJACKSON,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2015-WIWIS-4400061015,Rat River Fire,2015-04-15 18:59:59+00:00,Human,366.0,5000.0,,2015/04/15 18:59:59+00,Winnebago,US-WI,,WF,,2015,4,2015-04-15WIWINNEBAGO,0.0,0.0,0.0,0.0,0.0,0.0,375.0
2015-OKWEA-015045,SASAKWA,2015-12-06 21:30:00+00:00,Human,1.0,1000.0,Type 5 Incident,2015/12/06 21:30:00+00,Seminole,US-OK,,WF,,2015,12,2015-12-06OKSEMINOLE,,,,,,,
2017-FLFLS-120129,Three Forks #8,2017-02-15 23:29:59+00:00,Human,7200.0,0.0,Type 4 Incident,2017/02/26 15:59:59+00,Brevard,US-FL,,WF,,2017,2,2017-02-15FLBREVARD,0.0,0.0,0.0,0.0,0.0,0.0,12614.0
2017-AZCNF-000467,FRYE,2017-06-07 22:09:00+00:00,Natural,48443.0,20000000.0,Type 3 Incident,2017/09/01 00:59:59+00,Graham,US-AZ,Federal,WF,,2017,6,2017-06-07AZGRAHAM,,,,,,,
2017-MTLG22-700374,Chimney Creek,2017-07-11 18:00:00+00:00,Natural,401.8,5000.0,Type 3 Incident,2017/07/12 14:00:00+00,Big Horn,US-MT,,WF,,2017,7,2017-07-11MTBIG HORN,,,,,,,
2016-OKECU-RX1605A,SHELTON,2016-01-29 17:00:00+00:00,Human,40.0,1500.0,Type 4 Incident,2016/01/29 17:00:00+00,Le Flore,US-OK,,WF,,2016,1,2016-01-29OKLE FLORE,,,,,,,
2016-KSMNX-000324,Lincolnville,2016-04-02 21:43:00+00:00,Human,1200.0,2250.0,Type 4 Incident,2016/04/02 21:14:59+00,Chase,US-KS,,WF,,2016,4,2016-04-02KSCHASE,,,,,,,
2015-IDNCF-000464,Green,2015-07-23 18:43:59+00:00,Natural,1080.0,5000.0,Type 4 Incident,2015/08/18 21:59:59+00,Idaho,US-ID,Federal,WF,,2015,7,2015-07-23IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2018-MSMNF-020004,Jaded Thunder,2018-01-22 00:45:00+00:00,Undetermined,1500.0,9500.0,Type 4 Incident,2018/01/26 14:00:00+00,Perry,US-MS,Federal,WF,,2018,1,2018-01-22MSPERRY,,,,,,,
2020-WAWFS-000314,ROAD 11,2020-07-12 00:24:00+00:00,Unknown,9330.0,980000.0,Type 3 Incident,2020/07/14 01:30:00+00,Douglas,US-WA,Private,WF,Grass-Shrub,2020,7,2020-07-12WADOUGLAS,,,,,,,
2015-AKMSS-501861,Johnson Creek,2015-09-03 01:33:47+00:00,Undetermined,2.5,112586.0,Type 4 Incident,2015/09/04 03:59:59+00,Matanuska-Susitna,US-AK,Other,WF,,2015,9,2015-09-03AKMATANUSKA-SUSITNA,,,,,,,
2016-MSMNF-020021,Davis,2016-04-07 20:00:00+00:00,Human,607.0,15000.0,Type 4 Incident,2016/04/12 12:00:00+00,Perry,US-MS,Federal,WF,,2016,4,2016-04-07MSPERRY,,,,,,,
2017-FLFLS-0160456,Crane Island,2017-05-13 19:30:00+00:00,,4408.0,64912.0,Type 5 Incident,2017/05/22 23:00:00+00,Highlands,US-FL,Federal,WF,,2017,5,2017-05-13FLHIGHLANDS,,,,,,,
2019-AKTAS-913642,Wolf Lake 2,2019-07-22 04:54:47+00:00,Human,0.2,4485.0,Type 5 Incident,2019/08/13 22:44:59+00,Southeast Fairbanks,US-AK,Federal,WF,,2019,7,2019-07-22AKSOUTHEAST FAIRBANKS,,,,,,,
2019-OKOKS-400019,4010,2019-11-27 00:45:00+00:00,,800.0,11750.0,Type 4 Incident,2019/11/27 00:45:00+00,Washington,US-OK,,WF,,2019,11,2019-11-27OKWASHINGTON,,,,,,,
2016-IDBOD-000677,RICKERT,2016-07-31 04:21:00+00:00,Undetermined,567.0,75000.0,Type 4 Incident,2016/08/01 14:00:00+00,Owyhee,US-ID,Federal,WF,,2016,7,2016-07-31IDOWYHEE,,,,,,,
2019-AKFAS-911508,Kobe,2019-07-12 02:47:20+00:00,Human,895.6,1808684.0,Type 4 Incident,2019/07/29 15:00:00+00,Denali,US-AK,Private,WF,,2019,7,2019-07-12AKDENALI,,,,,,,
